ID_LOG,TIMESTAMP_DECISAO,COMANDO_BOMBA,FONTE_DECISAO,CONDICAO_METEO_DESC,UMIDADE_AR_API,TEMPERATURA_API,ID_TEMPO_API
1213,2024-08-04 05:42:43.200,DESLIGAR_BOMBA,Sintetico,Nublado,79.27,11.66,673
1214,2024-08-04 06:35:16.800,LIGAR_BOMBA,Sintetico,Nublado,75.31,17.06,471
1215,2024-08-04 07:27:50.400,LIGAR_BOMBA,Sintetico,Céu Limpo,66.8,19.42,321
1216,2024-08-04 08:20:24.000,LIGAR_BOMBA,Sintetico,Nublado,70.97,15.76,510
1217,2024-08-04 09:12:57.600,DESLIGAR_BOMBA,Sintetico,Nublado,78.21,14.75,677
1218,2024-08-04 10:05:31.200,DESLIGAR_BOMBA,Sintetico,Nublado,78.92,11.94,519
1219,2024-08-04 10:58:04.800,DESLIGAR_BOMBA,Sintetico,Nublado,83.26,16.29,515
1220,2024-08-04 11:50:38.400,LIGAR_BOMBA,Sintetico,Céu Limpo,66.77,16.12,387
1221,2024-08-04 12:43:12.000,DESLIGAR_BOMBA,Sintetico,Céu Limpo,80.17,19.02,222
1222,2024-08-04 13:35:45.600,LIGAR_BOMBA,Sintetico,Céu Limpo,67.01,15.79,286
1223,2024-08-04 14:28:19.200,LIGAR_BOMBA,Sintetico,Céu Limpo,71.37,14.43,357
1224,2024-08-04 15:20:52.800,LIGAR_BOMBA,Sintetico,Céu Limpo,68.69,15.33,530
1225,2024-08-04 16:13:26.400,LIGAR_BOMBA,Sintetico,Céu Limpo,68.82,17.43,622
1226,2024-08-04 17:06:00.000,LIGAR_BOMBA,Sintetico,Céu Limpo,69.59,17.79,380
1227,2024-08-04 17:58:33.600,LIGAR_BOMBA,Sintetico,Céu Limpo,69.01,16.69,562
1228,2024-08-04 18:51:07.200,DESLIGAR_BOMBA,Sintetico,Nublado,83.14,17.22,212
1229,2024-08-04 19:43:40.800,LIGAR_BOMBA,Sintetico,Nublado,74.49,16.27,332
1230,2024-08-04 20:36:14.400,LIGAR_BOMBA,Sintetico,Céu Limpo,68.21,14.89,515
1231,2024-08-04 21:28:48.000,LIGAR_BOMBA,Sintetico,Nublado,76.28,16.64,529
1232,2024-08-04 22:21:21.600,DESLIGAR_BOMBA,Sintetico,Céu Limpo,83.68,15.31,532
1233,2024-08-04 23:13:55.200,LIGAR_BOMBA,Sintetico,Céu Limpo,68.86,15.77,263
1234,2024-08-05 00:06:28.800,LIGAR_BOMBA,Sintetico,Céu Limpo,77.57,14.59,383
1235,2024-08-05 00:59:02.400,LIGAR_BOMBA,Sintetico,Céu Limpo,67.37,15.64,238
1236,2024-08-05 01:51:36.000,DESLIGAR_BOMBA,Sintetico,Nublado,84.28,13.02,390
1237,2024-08-05 02:44:09.600,LIGAR_BOMBA,Sintetico,Nublado,72.59,16.44,550
1238,2024-08-05 03:36:43.200,LIGAR_BOMBA,Sintetico,Céu Limpo,67.38,14.31,739
1239,2024-08-05 04:29:16.800,LIGAR_BOMBA,Sintetico,Céu Limpo,67.1,19.28,733
1240,2024-08-05 05:21:50.400,LIGAR_BOMBA,Sintetico,Céu Limpo,75.02,16.87,495
1241,2024-08-05 06:14:24.000,DESLIGAR_BOMBA,Sintetico,Nublado,78.16,16.12,237
1242,2024-08-05 07:06:57.600,LIGAR_BOMBA,Sintetico,Céu Limpo,68.94,14.51,734
1243,2024-08-05 07:59:31.200,LIGAR_BOMBA,Sintetico,Céu Limpo,66.25,14.94,406
1244,2024-08-05 08:52:04.800,LIGAR_BOMBA,Sintetico,Céu Limpo,67.84,17.12,338
1245,2024-08-05 09:44:38.400,DESLIGAR_BOMBA,Sintetico,Céu Limpo,81.58,18.89,478
1246,2024-08-05 10:37:12.000,DESLIGAR_BOMBA,Sintetico,Céu Limpo,80.55,14.81,719
1247,2024-08-05 11:29:45.600,LIGAR_BOMBA,Sintetico,Nublado,70.88,17.21,217
1248,2024-08-05 12:22:19.200,DESLIGAR_BOMBA,Sintetico,Céu Limpo,84.42,18.27,717
1249,2024-08-05 13:14:52.800,LIGAR_BOMBA,Sintetico,Nublado,73.49,13.48,215
1250,2024-08-05 14:07:26.400,DESLIGAR_BOMBA,Sintetico,Nublado,83.66,16.57,756
1251,2024-08-05 15:00:00.000,DESLIGAR_BOMBA,Sintetico,Nublado,80.65,17.07,605
1252,2024-08-05 15:52:33.600,LIGAR_BOMBA,Sintetico,Céu Limpo,69.39,14.34,346
1253,2024-08-05 16:45:07.200,DESLIGAR_BOMBA,Sintetico,Nublado,80.65,17.13,706
1254,2024-08-05 17:37:40.800,DESLIGAR_BOMBA,Sintetico,Céu Limpo,82.24,14.07,550
1255,2024-08-05 18:30:14.400,LIGAR_BOMBA,Sintetico,Céu Limpo,65.32,15.07,560
1256,2024-08-05 19:22:48.000,LIGAR_BOMBA,Sintetico,Céu Limpo,77.13,17.08,701
1257,2024-08-05 20:15:21.600,LIGAR_BOMBA,Sintetico,Céu Limpo,74.93,18.65,720
1258,2024-08-05 21:07:55.200,DESLIGAR_BOMBA,Sintetico,Céu Limpo,83.5,16.79,730
1259,2024-08-05 22:00:28.800,LIGAR_BOMBA,Sintetico,Céu Limpo,67.96,18.66,520
1260,2024-08-05 22:53:02.400,LIGAR_BOMBA,Sintetico,Céu Limpo,69.12,16.27,687
1261,2024-08-05 23:45:36.000,LIGAR_BOMBA,Sintetico,Nublado,70.45,14.76,701
1262,2024-08-06 00:38:09.600,DESLIGAR_BOMBA,Sintetico,Nublado,80.76,13.6,728
1263,2024-08-06 01:30:43.200,LIGAR_BOMBA,Sintetico,Céu Limpo,76.41,15.57,571
1264,2024-08-06 02:23:16.800,LIGAR_BOMBA,Sintetico,Céu Limpo,73.49,16.66,477
1265,2024-08-06 03:15:50.400,LIGAR_BOMBA,Sintetico,Céu Limpo,71.47,18.33,389
1266,2024-08-06 04:08:24.000,LIGAR_BOMBA,Sintetico,Céu Limpo,75.12,17.94,750
1267,2024-08-06 05:00:57.600,LIGAR_BOMBA,Sintetico,Céu Limpo,71.2,18.82,765
1268,2024-08-06 05:53:31.200,LIGAR_BOMBA,Sintetico,Céu Limpo,68.98,14.85,405
1269,2024-08-06 06:46:04.800,LIGAR_BOMBA,Sintetico,Céu Limpo,75.6,16.97,573
1270,2024-08-06 07:38:38.400,DESLIGAR_BOMBA,Sintetico,Nublado,83.78,16.08,218
1271,2024-08-06 08:31:12.000,LIGAR_BOMBA,Sintetico,Nublado,75.38,15.84,612
1272,2024-08-06 09:23:45.600,LIGAR_BOMBA,Sintetico,Céu Limpo,68.02,15.92,789
1273,2024-08-06 10:16:19.200,DESLIGAR_BOMBA,Sintetico,Nublado,82.74,14.24,561
1274,2024-08-06 11:08:52.800,DESLIGAR_BOMBA,Sintetico,Céu Limpo,81.78,16.18,737
1275,2024-08-06 12:01:26.400,DESLIGAR_BOMBA,Sintetico,Nublado,80.59,12.01,399
1276,2024-08-06 12:54:00.000,LIGAR_BOMBA,Sintetico,Céu Limpo,64.73,17.71,735
1277,2024-08-06 13:46:33.600,DESLIGAR_BOMBA,Sintetico,Nublado,82.49,15.96,380
1278,2024-08-06 14:39:07.200,LIGAR_BOMBA,Sintetico,Nublado,75.63,16.6,668
1279,2024-08-06 15:31:40.800,LIGAR_BOMBA,Sintetico,Céu Limpo,66.31,15.66,516
1280,2024-08-06 16:24:14.400,DESLIGAR_BOMBA,Sintetico,Céu Limpo,83.66,13.93,499
1281,2024-08-06 17:16:48.000,LIGAR_BOMBA,Sintetico,Céu Limpo,71.63,16.03,617
1282,2024-08-06 18:09:21.600,DESLIGAR_BOMBA,Sintetico,Nublado,83.61,17.79,649
1283,2024-08-06 19:01:55.200,DESLIGAR_BOMBA,Sintetico,Nublado,84.61,13.96,453
1284,2024-08-06 19:54:28.800,LIGAR_BOMBA,Sintetico,Nublado,75.83,15.7,316
1285,2024-08-06 20:47:02.400,LIGAR_BOMBA,Sintetico,Céu Limpo,65.12,19.21,633
1286,2024-08-06 21:39:36.000,LIGAR_BOMBA,Sintetico,Céu Limpo,66.5,14.99,532
1287,2024-08-06 22:32:09.600,DESLIGAR_BOMBA,Sintetico,Nublado,81.7,15.28,763
1288,2024-08-06 23:24:43.200,DESLIGAR_BOMBA,Sintetico,Nublado,78.34,16.38,708
1289,2024-08-07 00:17:16.800,LIGAR_BOMBA,Sintetico,Céu Limpo,66.48,14.39,578
1290,2024-08-07 01:09:50.400,LIGAR_BOMBA,Sintetico,Nublado,77.73,14.93,368
1291,2024-08-07 02:02:24.000,DESLIGAR_BOMBA,Sintetico,Nublado,83.78,17.86,720
1292,2024-08-07 02:54:57.600,DESLIGAR_BOMBA,Sintetico,Nublado,80.96,14.9,301
1293,2024-08-07 03:47:31.200,LIGAR_BOMBA,Sintetico,Céu Limpo,66.52,16.48,334
1294,2024-08-07 04:40:04.800,DESLIGAR_BOMBA,Sintetico,Nublado,79.58,16.41,709
1295,2024-08-07 05:32:38.400,LIGAR_BOMBA,Sintetico,Céu Limpo,68.75,19.63,276
1296,2024-08-07 06:25:12.000,LIGAR_BOMBA,Sintetico,Nublado,77.38,14.28,231
1297,2024-08-07 07:17:45.600,LIGAR_BOMBA,Sintetico,Céu Limpo,70.27,16.45,733
1298,2024-08-07 08:10:19.200,LIGAR_BOMBA,Sintetico,Nublado,71.09,14.68,380
1299,2024-08-07 09:02:52.800,LIGAR_BOMBA,Sintetico,Céu Limpo,77.4,18.44,416
1300,2024-08-07 09:55:26.400,LIGAR_BOMBA,Sintetico,Nublado,74.74,15.58,708
1301,2024-08-07 10:48:00.000,LIGAR_BOMBA,Sintetico,Céu Limpo,69.81,15.33,353
1302,2024-08-07 11:40:33.600,DESLIGAR_BOMBA,Sintetico,Céu Limpo,81.26,14.07,499
1303,2024-08-07 12:33:07.200,LIGAR_BOMBA,Sintetico,Nublado,74.82,14.86,489
1304,2024-08-07 13:25:40.800,LIGAR_BOMBA,Sintetico,Céu Limpo,74.44,15.36,508
1305,2024-08-07 14:18:14.400,LIGAR_BOMBA,Sintetico,Céu Limpo,69.38,15.6,252
1306,2024-08-07 15:10:48.000,LIGAR_BOMBA,Sintetico,Céu Limpo,69.25,16.91,289
1307,2024-08-07 16:03:21.600,LIGAR_BOMBA,Sintetico,Nublado,70.44,16.56,494
1308,2024-08-07 16:55:55.200,LIGAR_BOMBA,Sintetico,Céu Limpo,73.57,19.37,261
1309,2024-08-07 17:48:28.800,DESLIGAR_BOMBA,Sintetico,Céu Limpo,78.8,19.79,297
1310,2024-08-07 18:41:02.400,LIGAR_BOMBA,Sintetico,Nublado,70.25,17.3,613
1311,2024-08-07 19:33:36.000,LIGAR_BOMBA,Sintetico,Céu Limpo,65.18,15.11,606
1312,2024-08-07 20:26:09.600,LIGAR_BOMBA,Sintetico,Céu Limpo,68.1,16.63,255
1313,2024-08-07 21:18:43.200,LIGAR_BOMBA,Sintetico,Céu Limpo,73.18,16.51,267
1314,2024-08-07 22:11:16.800,LIGAR_BOMBA,Sintetico,Céu Limpo,66.92,18.72,322
1315,2024-08-07 23:03:50.400,LIGAR_BOMBA,Sintetico,Céu Limpo,66.74,17.73,304
1316,2024-08-07 23:56:24.000,DESLIGAR_BOMBA,Sintetico,Nublado,78.36,15.7,331
1317,2024-08-08 00:48:57.600,DESLIGAR_BOMBA,Sintetico,Nublado,82.45,12.98,730
1318,2024-08-08 01:41:31.200,LIGAR_BOMBA,Sintetico,Céu Limpo,77.1,19.45,342
1319,2024-08-08 02:34:04.800,LIGAR_BOMBA,Sintetico,Nublado,73.29,15.1,562
1320,2024-08-08 03:26:38.400,DESLIGAR_BOMBA,Sintetico,Céu Limpo,83.25,14.88,760
1321,2024-08-08 04:19:12.000,DESLIGAR_BOMBA,Sintetico,Céu Limpo,83.63,19.2,598
1322,2024-08-08 05:11:45.600,LIGAR_BOMBA,Sintetico,Nublado,71.98,12.57,298
1323,2024-08-08 06:04:19.200,LIGAR_BOMBA,Sintetico,Céu Limpo,64.84,14.94,471
1324,2024-08-08 06:56:52.800,LIGAR_BOMBA,Sintetico,Céu Limpo,67.73,17.36,744
1325,2024-08-08 07:49:26.400,LIGAR_BOMBA,Sintetico,Céu Limpo,66.33,19.66,574
1326,2024-08-08 08:42:00.000,LIGAR_BOMBA,Sintetico,Céu Limpo,68.58,14.65,557
1327,2024-08-08 09:34:33.600,LIGAR_BOMBA,Sintetico,Nublado,75.12,13.97,204
1328,2024-08-08 10:27:07.200,LIGAR_BOMBA,Sintetico,Céu Limpo,76.07,19.23,783
1329,2024-08-08 11:19:40.800,DESLIGAR_BOMBA,Sintetico,Nublado,80.54,12.48,419
1330,2024-08-08 12:12:14.400,DESLIGAR_BOMBA,Sintetico,Céu Limpo,80.77,19.17,449
1331,2024-08-08 13:04:48.000,LIGAR_BOMBA,Sintetico,Céu Limpo,74.45,18.18,230
1332,2024-08-08 13:57:21.600,LIGAR_BOMBA,Sintetico,Céu Limpo,69.85,15.69,596
1333,2024-08-08 14:49:55.200,LIGAR_BOMBA,Sintetico,Céu Limpo,70.53,16.79,656
1334,2024-08-08 15:42:28.800,LIGAR_BOMBA,Sintetico,Céu Limpo,71.97,18.66,463
1335,2024-08-08 16:35:02.400,LIGAR_BOMBA,Sintetico,Céu Limpo,64.55,16.66,441
1336,2024-08-08 17:27:36.000,LIGAR_BOMBA,Sintetico,Céu Limpo,74.12,15.91,735
1337,2024-08-08 18:20:09.600,LIGAR_BOMBA,Sintetico,Céu Limpo,73.27,14.69,239
1338,2024-08-08 19:12:43.200,LIGAR_BOMBA,Sintetico,Céu Limpo,69.37,15.86,483
1339,2024-08-08 20:05:16.800,DESLIGAR_BOMBA,Sintetico,Nublado,78.56,12.46,459
1340,2024-08-08 20:57:50.400,DESLIGAR_BOMBA,Sintetico,Nublado,82.79,17.98,780
1341,2024-08-08 21:50:24.000,DESLIGAR_BOMBA,Sintetico,Céu Limpo,79.24,16.1,593
1342,2024-08-08 22:42:57.600,DESLIGAR_BOMBA,Sintetico,Nublado,78.93,12.64,526
1343,2024-08-08 23:35:31.200,LIGAR_BOMBA,Sintetico,Céu Limpo,73.67,18.38,414
1344,2024-08-09 00:28:04.800,DESLIGAR_BOMBA,Sintetico,Nublado,83.52,12.95,550
1345,2024-08-09 01:20:38.400,LIGAR_BOMBA,Sintetico,Nublado,75.08,18.13,411
1346,2024-08-09 02:13:12.000,LIGAR_BOMBA,Sintetico,Céu Limpo,67.03,18.6,395
1347,2024-08-09 03:05:45.600,DESLIGAR_BOMBA,Sintetico,Céu Limpo,83.09,14.9,710
1348,2024-08-09 03:58:19.200,LIGAR_BOMBA,Sintetico,Céu Limpo,73.5,15.01,371
1349,2024-08-09 04:50:52.800,LIGAR_BOMBA,Sintetico,Céu Limpo,69.09,14.76,298
1350,2024-08-09 05:43:26.400,LIGAR_BOMBA,Sintetico,Céu Limpo,67.09,17.65,389
1351,2024-08-09 06:36:00.000,LIGAR_BOMBA,Sintetico,Céu Limpo,67.33,16.66,752
1352,2024-08-09 07:28:33.600,DESLIGAR_BOMBA,Sintetico,Nublado,82.7,16.41,206
1353,2024-08-09 08:21:07.200,LIGAR_BOMBA,Sintetico,Céu Limpo,75.75,17.08,715
1354,2024-08-09 09:13:40.800,LIGAR_BOMBA,Sintetico,Céu Limpo,73.07,16.69,347
1355,2024-08-09 10:06:14.400,DESLIGAR_BOMBA,Sintetico,Céu Limpo,79.34,15.62,681
1356,2024-08-09 10:58:48.000,DESLIGAR_BOMBA,Sintetico,Nublado,83.3,15.19,701
1357,2024-08-09 11:51:21.600,DESLIGAR_BOMBA,Sintetico,Céu Limpo,78.77,14.64,776
1358,2024-08-09 12:43:55.200,LIGAR_BOMBA,Sintetico,Céu Limpo,72.58,16.72,746
1359,2024-08-09 13:36:28.800,DESLIGAR_BOMBA,Sintetico,Céu Limpo,79.67,14.36,774
1360,2024-08-09 14:29:02.400,LIGAR_BOMBA,Sintetico,Céu Limpo,70.07,15.48,714
1361,2024-08-09 15:21:36.000,LIGAR_BOMBA,Sintetico,Céu Limpo,65.91,15.09,394
1362,2024-08-09 16:14:09.600,DESLIGAR_BOMBA,Sintetico,Nublado,79.36,12.98,788
1363,2024-08-09 17:06:43.200,LIGAR_BOMBA,Sintetico,Céu Limpo,67.85,15.99,367
1364,2024-08-09 17:59:16.800,LIGAR_BOMBA,Sintetico,Céu Limpo,65.31,15.29,243
1365,2024-08-09 18:51:50.400,LIGAR_BOMBA,Sintetico,Nublado,74.9,16.94,284
1366,2024-08-09 19:44:24.000,DESLIGAR_BOMBA,Sintetico,Nublado,78.39,12.48,224
1367,2024-08-09 20:36:57.600,LIGAR_BOMBA,Sintetico,Céu Limpo,65.4,18.57,377
1368,2024-08-09 21:29:31.200,LIGAR_BOMBA,Sintetico,Céu Limpo,66.6,17.84,546
1369,2024-08-09 22:22:04.800,DESLIGAR_BOMBA,Sintetico,Céu Limpo,81.86,15.42,208
1370,2024-08-09 23:14:38.400,DESLIGAR_BOMBA,Sintetico,Nublado,81.93,16.82,367
1371,2024-08-10 00:07:12.000,DESLIGAR_BOMBA,Sintetico,Nublado,82.34,17.27,600
1372,2024-08-10 00:59:45.600,LIGAR_BOMBA,Sintetico,Céu Limpo,71.58,14.72,733
1373,2024-08-10 01:52:19.200,LIGAR_BOMBA,Sintetico,Nublado,71.92,15.85,439
1374,2024-08-10 02:44:52.800,DESLIGAR_BOMBA,Sintetico,Nublado,81.47,16.08,760
1375,2024-08-10 03:37:26.400,LIGAR_BOMBA,Sintetico,Nublado,75.17,12.56,693
1376,2024-08-10 04:30:00.000,LIGAR_BOMBA,Sintetico,Nublado,77.86,13.32,516
1377,2024-08-10 05:22:33.600,LIGAR_BOMBA,Sintetico,Céu Limpo,65.69,15.84,343
1378,2024-08-10 06:15:07.200,LIGAR_BOMBA,Sintetico,Céu Limpo,67.68,19.68,480
1379,2024-08-10 07:07:40.800,LIGAR_BOMBA,Sintetico,Céu Limpo,68.7,18.07,490
1380,2024-08-10 08:00:14.400,DESLIGAR_BOMBA,Sintetico,Nublado,79.23,12.33,494
1381,2024-08-10 08:52:48.000,LIGAR_BOMBA,Sintetico,Céu Limpo,69.91,14.83,202
1382,2024-08-10 09:45:21.600,LIGAR_BOMBA,Sintetico,Céu Limpo,69.1,18.1,552
1383,2024-08-10 10:37:55.200,LIGAR_BOMBA,Sintetico,Céu Limpo,76.65,14.64,422
1384,2024-08-10 11:30:28.800,DESLIGAR_BOMBA,Sintetico,Céu Limpo,82.2,18.76,657
1385,2024-08-10 12:23:02.400,LIGAR_BOMBA,Sintetico,Céu Limpo,72.21,16.13,404
1386,2024-08-10 13:15:36.000,DESLIGAR_BOMBA,Sintetico,Céu Limpo,81.0,15.63,628
1387,2024-08-10 14:08:09.600,LIGAR_BOMBA,Sintetico,Céu Limpo,69.91,15.13,726
1388,2024-08-10 15:00:43.200,LIGAR_BOMBA,Sintetico,Céu Limpo,68.4,18.15,797
1389,2024-08-10 15:53:16.800,LIGAR_BOMBA,Sintetico,Céu Limpo,72.86,19.32,477
1390,2024-08-10 16:45:50.400,DESLIGAR_BOMBA,Sintetico,Céu Limpo,82.89,18.56,302
1391,2024-08-10 17:38:24.000,LIGAR_BOMBA,Sintetico,Céu Limpo,64.96,16.6,227
1392,2024-08-10 18:30:57.600,LIGAR_BOMBA,Sintetico,Céu Limpo,70.2,20.11,382
1393,2024-08-10 19:23:31.200,LIGAR_BOMBA,Sintetico,Céu Limpo,65.74,14.89,516
1394,2024-08-10 20:16:04.800,DESLIGAR_BOMBA,Sintetico,Nublado,83.32,15.89,275
1395,2024-08-10 21:08:38.400,DESLIGAR_BOMBA,Sintetico,Céu Limpo,80.91,17.25,716
1396,2024-08-10 22:01:12.000,LIGAR_BOMBA,Sintetico,Nublado,77.44,16.77,298
1397,2024-08-10 22:53:45.600,LIGAR_BOMBA,Sintetico,Nublado,76.62,15.63,242
1398,2024-08-10 23:46:19.200,LIGAR_BOMBA,Sintetico,Céu Limpo,69.47,15.45,394
1399,2024-08-11 00:38:52.800,LIGAR_BOMBA,Sintetico,Céu Limpo,66.88,15.94,472
1400,2024-08-11 01:31:26.400,DESLIGAR_BOMBA,Sintetico,Céu Limpo,79.53,17.06,643
1401,2024-08-11 02:24:00.000,DESLIGAR_BOMBA,Sintetico,Nublado,79.74,15.48,658
1402,2024-08-11 03:16:33.600,LIGAR_BOMBA,Sintetico,Nublado,73.68,14.31,787
1403,2024-08-11 04:09:07.200,LIGAR_BOMBA,Sintetico,Céu Limpo,68.53,18.15,325
1404,2024-08-11 05:01:40.800,LIGAR_BOMBA,Sintetico,Céu Limpo,65.22,17.2,772
1405,2024-08-11 05:54:14.400,LIGAR_BOMBA,Sintetico,Céu Limpo,69.71,17.61,312
1406,2024-08-11 06:46:48.000,DESLIGAR_BOMBA,Sintetico,Céu Limpo,80.09,17.85,644
1407,2024-08-11 07:39:21.600,LIGAR_BOMBA,Sintetico,Céu Limpo,68.27,16.65,394
1408,2024-08-11 08:31:55.200,LIGAR_BOMBA,Sintetico,Céu Limpo,67.77,14.98,549
1409,2024-08-11 09:24:28.800,LIGAR_BOMBA,Sintetico,Céu Limpo,75.19,17.91,663
1410,2024-08-11 10:17:02.400,LIGAR_BOMBA,Sintetico,Céu Limpo,64.7,15.49,568
1411,2024-08-11 11:09:36.000,DESLIGAR_BOMBA,Sintetico,Céu Limpo,78.83,17.7,552
1412,2024-08-11 12:02:09.600,LIGAR_BOMBA,Sintetico,Nublado,75.98,13.34,245
1413,2024-08-11 12:54:43.200,LIGAR_BOMBA,Sintetico,Céu Limpo,66.3,16.63,286
1414,2024-08-11 13:47:16.800,LIGAR_BOMBA,Sintetico,Nublado,72.82,15.33,493
1415,2024-08-11 14:39:50.400,LIGAR_BOMBA,Sintetico,Céu Limpo,64.07,18.65,318
1416,2024-08-11 15:32:24.000,LIGAR_BOMBA,Sintetico,Céu Limpo,76.24,18.37,253
1417,2024-08-11 16:24:57.600,DESLIGAR_BOMBA,Sintetico,Nublado,81.28,17.18,250
1418,2024-08-11 17:17:31.200,DESLIGAR_BOMBA,Sintetico,Nublado,81.72,18.11,544
1419,2024-08-11 18:10:04.800,LIGAR_BOMBA,Sintetico,Céu Limpo,69.99,19.16,258
1420,2024-08-11 19:02:38.400,LIGAR_BOMBA,Sintetico,Céu Limpo,77.76,17.43,351
1421,2024-08-11 19:55:12.000,LIGAR_BOMBA,Sintetico,Nublado,70.7,16.55,211
1422,2024-08-11 20:47:45.600,DESLIGAR_BOMBA,Sintetico,Nublado,82.57,15.5,561
1423,2024-08-11 21:40:19.200,LIGAR_BOMBA,Sintetico,Céu Limpo,74.82,20.32,747
1424,2024-08-11 22:32:52.800,LIGAR_BOMBA,Sintetico,Nublado,77.05,16.55,632
1425,2024-08-11 23:25:26.400,LIGAR_BOMBA,Sintetico,Céu Limpo,69.63,16.84,722
1426,2024-08-12 00:18:00.000,LIGAR_BOMBA,Sintetico,Nublado,73.17,17.03,714
1427,2024-08-12 01:10:33.600,DESLIGAR_BOMBA,Sintetico,Nublado,79.97,17.29,612
1428,2024-08-12 02:03:07.200,LIGAR_BOMBA,Sintetico,Céu Limpo,74.8,14.99,481
1429,2024-08-12 02:55:40.800,DESLIGAR_BOMBA,Sintetico,Nublado,79.44,13.8,265
1430,2024-08-12 03:48:14.400,DESLIGAR_BOMBA,Sintetico,Nublado,82.39,13.75,280
1431,2024-08-12 04:40:48.000,LIGAR_BOMBA,Sintetico,Céu Limpo,65.57,14.74,568
1432,2024-08-12 05:33:21.600,LIGAR_BOMBA,Sintetico,Céu Limpo,67.64,19.29,722
1433,2024-08-12 06:25:55.200,DESLIGAR_BOMBA,Sintetico,Céu Limpo,82.41,15.16,630
1434,2024-08-12 07:18:28.800,DESLIGAR_BOMBA,Sintetico,Nublado,78.66,17.93,339
1435,2024-08-12 08:11:02.400,LIGAR_BOMBA,Sintetico,Céu Limpo,74.3,15.01,623
1436,2024-08-12 09:03:36.000,LIGAR_BOMBA,Sintetico,Céu Limpo,75.39,17.98,413
1437,2024-08-12 09:56:09.600,LIGAR_BOMBA,Sintetico,Céu Limpo,78.0,19.91,202
1438,2024-08-12 10:48:43.200,LIGAR_BOMBA,Sintetico,Nublado,77.84,17.94,648
1439,2024-08-12 11:41:16.800,LIGAR_BOMBA,Sintetico,Céu Limpo,75.13,16.46,271
1440,2024-08-12 12:33:50.400,LIGAR_BOMBA,Sintetico,Céu Limpo,63.77,16.08,521
1441,2024-08-12 13:26:24.000,LIGAR_BOMBA,Sintetico,Céu Limpo,67.81,19.7,724
1442,2024-08-12 14:18:57.600,LIGAR_BOMBA,Sintetico,Céu Limpo,75.87,16.99,756
1443,2024-08-12 15:11:31.200,LIGAR_BOMBA,Sintetico,Nublado,72.92,16.35,734
1444,2024-08-12 16:04:04.800,DESLIGAR_BOMBA,Sintetico,Céu Limpo,82.09,17.28,665
1445,2024-08-12 16:56:38.400,DESLIGAR_BOMBA,Sintetico,Céu Limpo,80.25,15.89,365
1446,2024-08-12 17:49:12.000,DESLIGAR_BOMBA,Sintetico,Nublado,80.96,12.98,558
1447,2024-08-12 18:41:45.600,LIGAR_BOMBA,Sintetico,Céu Limpo,64.3,17.74,524
1448,2024-08-12 19:34:19.200,LIGAR_BOMBA,Sintetico,Céu Limpo,70.73,17.69,304
1449,2024-08-12 20:26:52.800,DESLIGAR_BOMBA,Sintetico,Céu Limpo,79.16,17.51,632
1450,2024-08-12 21:19:26.400,LIGAR_BOMBA,Sintetico,Nublado,71.9,14.22,316
1451,2024-08-12 22:12:00.000,LIGAR_BOMBA,Sintetico,Céu Limpo,65.65,19.07,626
1452,2024-08-12 23:04:33.600,DESLIGAR_BOMBA,Sintetico,Nublado,78.96,14.85,206
1453,2024-08-12 23:57:07.200,LIGAR_BOMBA,Sintetico,Céu Limpo,64.8,16.09,351
1454,2024-08-13 00:49:40.800,DESLIGAR_BOMBA,Sintetico,Céu Limpo,78.75,19.4,220
1455,2024-08-13 01:42:14.400,LIGAR_BOMBA,Sintetico,Céu Limpo,67.1,15.88,679
1456,2024-08-13 02:34:48.000,LIGAR_BOMBA,Sintetico,Nublado,75.48,14.86,756
1457,2024-08-13 03:27:21.600,LIGAR_BOMBA,Sintetico,Céu Limpo,66.68,20.23,380
1458,2024-08-13 04:19:55.200,LIGAR_BOMBA,Sintetico,Céu Limpo,64.84,18.27,270
1459,2024-08-13 05:12:28.800,LIGAR_BOMBA,Sintetico,Nublado,70.07,12.83,766
1460,2024-08-13 06:05:02.400,LIGAR_BOMBA,Sintetico,Nublado,76.75,18.07,734
1461,2024-08-13 06:57:36.000,DESLIGAR_BOMBA,Sintetico,Nublado,80.3,16.47,665
1462,2024-08-13 07:50:09.600,LIGAR_BOMBA,Sintetico,Céu Limpo,67.41,17.23,312
1463,2024-08-13 08:42:43.200,LIGAR_BOMBA,Sintetico,Céu Limpo,64.72,18.96,637
1464,2024-08-13 09:35:16.800,DESLIGAR_BOMBA,Sintetico,Nublado,79.34,13.66,216
1465,2024-08-13 10:27:50.400,DESLIGAR_BOMBA,Sintetico,Nublado,81.27,15.15,546
1466,2024-08-13 11:20:24.000,LIGAR_BOMBA,Sintetico,Céu Limpo,72.32,18.31,613
1467,2024-08-13 12:12:57.600,DESLIGAR_BOMBA,Sintetico,Céu Limpo,78.62,19.75,377
1468,2024-08-13 13:05:31.200,LIGAR_BOMBA,Sintetico,Nublado,74.62,15.47,576
1469,2024-08-13 13:58:04.800,LIGAR_BOMBA,Sintetico,Céu Limpo,75.3,20.14,425
1470,2024-08-13 14:50:38.400,LIGAR_BOMBA,Sintetico,Céu Limpo,70.0,15.01,751
1471,2024-08-13 15:43:12.000,LIGAR_BOMBA,Sintetico,Nublado,76.64,13.91,694
